SampleName	SampleID	occurence
1043	GB01008253S	111739
4764	GB01008282S	40578
9249	GB01008414S	20288
14210	GB01004317S	9829
4256	GB01008251S	43694
12476	GB01019611S	12166
12908	GB01002936S	11600
1541	GB01016291S	85053
2002	GB01008228S	70529
6933	GB01009497S	28879
14275	GB01020255S	9748
14163	GB01020070S	9924
14583	GB01009447S	9304
11520	GB01019669S	13953
4856	GB01012616S	40148
3346	GB01020492S	50858
10260	GB01011174S	17399
15594	GB01018904S	7443
12112	GB01019249S	12731
1732	GB01007978S	78050
16742	GB01002048S	4219
6394	GB01020378S	31566
12518	GB01012485S	12115
11906	GB01020383S	13180
9893	GB01017218S	18508
13850	GB01004219S	10369
17052	GB01001004S	3230
15895	GB01016895S	6737
12418	GB01020112S	12265
6654	GB01001869S	30278
7455	GB01010756S	26704
15866	GB01016160S	6783
5564	GB01023554S	35997
6457	GB01023194S	31312
8416	GB01015986S	23053
14350	GB01018536S	9655
13177	GB01018627S	11252
4144	GB01017791S	44529
10597	GB01009664S	16490
8216	GB01013965S	23766
13758	GB01003269S	10495
14574	GB01018464S	9315
10658	GB01016117S	16341
1973	GB01015238S	71183
1235	GB01008125S	100185
4054	GB01008588S	45200
5723	GB01008170S	35030
8555	GB01009923S	22535
1278	GB01007816S	97986
8093	GB01022120S	24194
5413	GB01023649S	36892
16935	GB01001222S	3587
11082	GB01012449S	15055
2298	GB01011366S	63103
15222	GB01002150S	8189
16160	GB01016934S	6080
8515	GB01013165S	22652
10199	GB01009046S	17568
5916	GB01016452S	33970
2176	GB01001420S	66025
14472	GB01008842S	9461
16978	GB01002114S	3474
5330	GB01016442S	37410
16028	GB01002364S	6450
16604	GB01013777S	4667
345	GB01000471S	186276
7916	GB01008928S	24974
61	GB01003755S	319782
16448	GB01015367S	5200
6239	GB01023089S	32312
14962	GB01015564S	8700
14914	GB01018660S	8787
10407	GB01016051S	16957
10354	GB01003135S	17108
5045	GB01008497S	39120
18437	GB01021105S	605
18659	GB01021129S	250
14425	GB01018378S	9532
858	GB01003419S	125462
5958	GB01010570S	33727
8561	GB01000584S	22512
12209	GB01020231S	12584
5002	GB01012264S	39366
359	GB01000955S	183549
3562	GB01003502S	48880
8242	GB01015773S	23711
3590	GB01024008S	48713
7002	GB01008508S	28560
2842	GB01018126S	55824
737	GB01000638S	137984
15784	GB01017295S	6966
15228	GB01010250S	8175
13928	GB01002061S	10264
99	GB01002801S	267400
4737	GB01023830S	40717
2524	GB01015342S	59322
8649	GB01011865S	22257
14660	GB01018884S	9201
11645	GB01009552S	13681
8254	GB01007746S	23666
6154	GB01023279S	32748
15380	GB01003485S	7885
14709	GB01020084S	9147
1855	GB01022767S	74143
2291	GB01016569S	63193
7969	GB01008866S	24720
10719	GB01024290S	16159
923	GB01001131S	120355
9727	GB01008816S	18953
7596	GB01007569S	26108
2324	GB01021456S	62525
7886	GB01009351S	25104
11541	GB01009384S	13906
17331	GB01020952S	2435
11218	GB01024476S	14730
472	GB01002737S	167449
13963	GB01018653S	10223
8248	GB01015900S	23691
11039	GB01017041S	15152
10651	GB01009406S	16357
16794	GB01024462S	4097
10890	GB01004174S	15635
2740	GB01008653S	56825
10302	GB01010093S	17263
9637	GB01010028S	19187
18227	GB01019200S	883
16607	GB01007323S	4660
7217	GB01022204S	27672
11611	GB01003034S	13761
8625	GB01011110S	22324
8070	GB01008402S	24295
3806	GB01008475S	47014
1156	GB01008007S	104430
200	GB01001304S	221316
13222	GB01019783S	11206
750	GB01000201S	136348
157	GB01000313S	235826
2578	GB01016399S	58620
3039	GB01017966S	53765
14289	GB01019214S	9724
12909	GB01003125S	11599
17932	GB01021615S	1285
5176	GB01023202S	38263
16889	GB01024181S	3749
11876	GB01019316S	13227
11077	GB01010770S	15065
8828	GB01008795S	21643
2304	GB01023105S	63009
2881	GB01015451S	55300
18420	GB01021035S	615
13008	GB01018681S	11470
16269	GB01011374S	5734
4007	GB01017772S	45569
18126	GB01021799S	1043
4063	GB01012311S	45128
7355	GB01003317S	27097
6776	GB01012472S	29644
11051	GB01020399S	15122
5260	GB01018184S	37795
13245	GB01013728S	11170
9813	GB01015606S	18734
16301	GB01011215S	5654
11280	GB01011026S	14557
5082	GB01021329S	38901
13407	GB01018733S	10951
12445	GB01019449S	12205
11609	GB01009079S	13763
2618	GB01000886S	58234
11217	GB01015794S	14734
9522	GB01000871S	19509
966	GB01003731S	116899
14389	GB01019120S	9598
2281	GB01012872S	63508
2202	GB01015500S	65485
14671	GB01019910S	9186
6734	GB01011447S	29874
9407	GB01015789S	19800
178	GB01002759S	228006
18388	GB01020601S	649
10740	GB01009837S	16069
13536	GB01012460S	10776
12201	GB01019775S	12596
12363	GB01010286S	12347
16532	GB01024190S	4929
6778	GB01023351S	29627
274	GB01000052S	201475
11809	GB01012435S	13359
8922	GB01002999S	21344
13994	GB01000372S	10188
8185	GB01002962S	23867
15241	GB01017343S	8145
16586	GB01004671S	4753
14783	GB01020152S	9022
8997	GB01012639S	21052
9829	GB01016763S	18681
3811	GB01018146S	46980
16865	GB01001556S	3828
6788	GB01012266S	29599
855	GB01000415S	125631
2919	GB01023745S	54822
8849	GB01003630S	21548
12074	GB01019193S	12797
2513	GB01023889S	59542
13551	GB01019767S	10760
13106	GB01000663S	11332
9354	GB01023188S	19953
6314	GB01023192S	31897
489	GB01000138S	164759
6446	GB01001884S	31351
5601	GB01022749S	35783
10432	GB01023413S	16915
3101	GB01017433S	53070
1733	GB01010454S	78043
8492	GB01022132S	22725
3262	GB01021474S	51526
17991	GB01017037S	1208
17808	GB01021959S	1463
11669	GB01000922S	13639
7875	GB01023377S	25149
3278	GB01020564S	51391
12924	GB01016609S	11581
3825	GB01020531S	46899
4646	GB01017532S	41239
2550	GB01017813S	59001
7576	GB01000349S	26213
7188	GB01013001S	27784
13243	GB01019649S	11171
9370	GB01008628S	19913
5429	GB01011665S	36828
14765	GB01020202S	9049
14885	GB01002081S	8844
17796	GB01020869S	1481
10829	GB01024323S	15792
6697	GB01012642S	30066
9431	GB01022163S	19748
10495	GB01001683S	16764
11716	GB01016600S	13539
17313	GB01001380S	2475
18502	GB01021846S	523
983	GB01007769S	115776
12967	GB01010188S	11523
3214	GB01017542S	51959
18646	GB01003164S	285
2152	GB01001203S	66810
654	GB01000038S	146434
9516	GB01021988S	19531
6741	GB01015868S	29851
18131	GB01021104S	1037
16443	GB01011124S	5227
1614	GB01015435S	82628
8048	GB01008846S	24385
13114	GB01019654S	11323
17730	GB01020725S	1585
8867	GB01009144S	21512
9960	GB01014058S	18284
1448	GB01008127S	90221
12789	GB01019015S	11751
12543	GB01012493S	12081
5276	GB01023532S	37732
14694	GB01018990S	9160
13393	GB01019347S	10968
11113	GB01018945S	14997
12450	GB01010876S	12200
13526	GB01020407S	10790
8949	GB01009207S	21231
6940	GB01022189S	28854
6353	GB01016343S	31699
7993	GB01008334S	24628
10785	GB01008705S	15925
7363	GB01008383S	27067
9351	GB01007468S	19959
10369	GB01009289S	17065
14002	GB01019884S	10177
16841	GB01017294S	3908
16939	GB01012538S	3577
3886	GB01012813S	46332
6855	GB01003776S	29217
12143	GB01018850S	12685
16928	GB01002112S	3614
8222	GB01020301S	23756
14868	GB01024218S	8876
1061	GB01002790S	110520
15754	GB01001086S	7032
12976	GB01019859S	11510
3934	GB01015260S	46007
15214	GB01002252S	8209
12760	GB01018961S	11784
4589	GB01022094S	41586
499	GB01000509S	163599
13600	GB01019924S	10700
16182	GB01019916S	6011
18700	GB01021110S	112
231	GB01003581S	212621
4335	GB01012151S	43233
450	GB01003284S	169339
8413	GB01009521S	23064
14675	GB01016997S	9182
8814	GB01016757S	21684
5960	GB01001478S	33722
12687	GB01018344S	11859
11307	GB01019513S	14482
10716	GB01002857S	16170
666	GB01000940S	145192
8749	GB01004459S	21894
10116	GB01024050S	17827
4133	GB01000387S	44609
6098	GB01010828S	33032
3812	GB01011530S	46979
18269	GB01016796S	814
15284	GB01015806S	8078
5711	GB01011896S	35076
3473	GB01023809S	49715
3855	GB01022109S	46602
2271	GB01011690S	63754
1609	GB01024201S	82755
7254	GB01015881S	27511
13828	GB01000165S	10398
3785	GB01017474S	47137
18522	GB01021933S	493
5476	GB01010413S	36536
17022	GB01007427S	3327
11432	GB01009736S	14154
7753	GB01001724S	25519
7200	GB01011076S	27739
9997	GB01009191S	18174
10056	GB01015836S	18002
10854	GB01009813S	15734
15620	GB01016180S	7370
12815	GB01004699S	11716
3001	GB01023120S	54079
16721	GB01003592S	4277
4634	GB01007831S	41326
6461	GB01022916S	31292
10335	GB01016928S	17186
9513	GB01009679S	19544
9776	GB01009682S	18837
8870	GB01002992S	21505
8516	GB01015981S	22646
4819	GB01008516S	40293
1006	GB01001325S	114224
170	GB01003825S	231362
1315	GB01008113S	96290
12313	GB01011197S	12414
13695	GB01018325S	10577
8686	GB01015954S	22099
11339	GB01010988S	14395
9064	GB01003925S	20860
10219	GB01011088S	17500
11482	GB01016016S	14038
14664	GB01017023S	9195
14803	GB01010300S	8987
9148	GB01010055S	20570
15964	GB01000283S	6588
10971	GB01010966S	15379
12898	GB01000238S	11609
14754	GB01013947S	9066
17177	GB01010795S	2846
10507	GB01003091S	16716
967	GB01003403S	116830
6007	GB01023230S	33459
1828	GB01003452S	74976
6440	GB01022076S	31370
2074	GB01011735S	68911
6076	GB01012289S	33140
13585	GB01000137S	10719
11298	GB01018528S	14523
1617	GB01016510S	82570
11798	GB01012486S	13373
2001	GB01024127S	70537
8704	GB01010148S	22055
4341	GB01017721S	43186
1166	GB01000771S	103887
8234	GB01010070S	23730
8664	GB01010555S	22225
5439	GB01011723S	36757
6990	GB01003803S	28618
6012	GB01011168S	33413
1607	GB01010435S	82768
13379	GB01004462S	10984
9560	GB01015755S	19422
6575	GB01010813S	30701
901	GB01003878S	122074
13673	GB01000148S	10605
12512	GB01020194S	12123
7551	GB01013182S	26302
16540	GB01013153S	4910
16859	GB01001117S	3843
16831	GB01021590S	3943
18600	GB01004724S	383
15589	GB01010908S	7455
17357	GB01021947S	2380
10426	GB01011010S	16925
7178	GB01009874S	27818
8995	GB01013232S	21058
17834	GB01011799S	1415
16722	GB01013779S	4269
699	GB01003320S	142242
13838	GB01018657S	10380
2738	GB01023985S	56859
2777	GB01023932S	56448
16378	GB01016958S	5445
3946	GB01015541S	45939
1369	GB01000326S	93530
9865	GB01009916S	18571
2322	GB01007664S	62544
11392	GB01009585S	14259
2458	GB01011633S	60454
13701	GB01018673S	10570
4112	GB01016245S	44777
9703	GB01023468S	19035
723	GB01000496S	139450
4597	GB01010639S	41514
3144	GB01023853S	52654
7746	GB01021319S	25537
4380	GB01017670S	42924
300	GB01003696S	195205
18193	GB01021593S	931
11523	GB01015647S	13945
13130	GB01004750S	11303
16729	GB01012560S	4248
8112	GB01008428S	24117
12565	GB01018582S	12050
13392	GB01016135S	10969
6735	GB01001806S	29874
700	GB01001509S	142112
8092	GB01022836S	24201
2151	GB01010473S	66817
7670	GB01021497S	25812
12863	GB01012391S	11646
14848	GB01015707S	8905
17305	GB01017060S	2498
11125	GB01013717S	14979
3005	GB01020541S	54061
14018	GB01020223S	10150
1037	GB01001178S	112165
7214	GB01007876S	27677
2760	GB01017895S	56616
8335	GB01009367S	23354
892	GB01000312S	122582
1703	GB01008139S	78949
12224	GB01010226S	12556
9924	GB01009937S	18418
16727	GB01021705S	4256
1854	GB01012327S	74147
15954	GB01011571S	6607
990	GB01001307S	115175
14730	GB01013179S	9117
10493	GB01010107S	16766
16050	GB01019731S	6398
12940	GB01009827S	11563
15359	GB01019278S	7924
1335	GB01001078S	95036
4361	GB01016385S	43057
4354	GB01008066S	43092
105	GB01003907S	262674
6775	GB01001820S	29647
17714	GB01021690S	1619
14325	GB01019045S	9683
17469	GB01016973S	2137
2124	GB01012812S	67697
10518	GB01007354S	16691
16152	GB01002410S	6099
10238	GB01003101S	17452
4398	GB01016702S	42832
10243	GB01002950S	17438
18213	GB01007519S	907
5634	GB01012735S	35553
14442	GB01019231S	9508
14936	GB01018441S	8742
11468	GB01008942S	14080
10064	GB01003160S	17976
10872	GB01008993S	15696
8600	GB01012974S	22379
1467	GB01007999S	89034
15151	GB01015629S	8359
17981	GB01020826S	1218
7509	GB01015465S	26461
10102	GB01020423S	17864
17127	GB01007394S	3009
17828	GB01017382S	1425
11734	GB01009976S	13506
3495	GB01023966S	49490
10209	GB01007759S	17537
17611	GB01020650S	1796
5920	GB01023720S	33912
14072	GB01009216S	10067
3471	GB01017930S	49722
6759	GB01015852S	29727
18359	GB01023039S	681
4984	GB01021435S	39436
8838	GB01001780S	21601
1734	GB01016303S	77960
16413	GB01007448S	5309
11291	GB01009453S	14531
11251	GB01020299S	14636
12041	GB01012172S	12870
17476	GB01007324S	2115
15890	GB01001112S	6743
12627	GB01018808S	11955
18554	GB01023044S	452
1624	GB01018025S	82247
11822	GB01000572S	13329
18525	GB01020933S	488
4921	GB01017867S	39775
16481	GB01002232S	5116
3880	GB01001933S	46400
4210	GB01016206S	43979
2280	GB01015318S	63517
3662	GB01012929S	48188
2775	GB01011648S	56467
16200	GB01002345S	5953
14897	GB01001441S	8826
10105	GB01009857S	17853
14100	GB01018414S	10030
6629	GB01023626S	30422
13531	GB01018729S	10781
17683	GB01021867S	1675
10006	GB01009063S	18131
9771	GB01009032S	18855
7711	GB01003022S	25648
3845	GB01008091S	46732
15061	GB01019062S	8546
4260	GB01008044S	43683
4781	GB01021337S	40457
11281	GB01015592S	14557
15770	GB01017168S	6994
1934	GB01000792S	72006
13704	GB01019340S	10565
4603	GB01007573S	41500
5717	GB01011732S	35043
4173	GB01011782S	44327
18480	GB01022995S	555
13312	GB01002425S	11071
9393	GB01015259S	19845
110	GB01002729S	260822
13322	GB01018888S	11056
243	GB01002774S	209504
15627	GB01017303S	7350
16103	GB01008777S	6266
1644	GB01000603S	81340
12110	GB01010267S	12733
10556	GB01003206S	16611
17419	GB01020977S	2245
5910	GB01016661S	34008
6455	GB01001631S	31313
2484	GB01016322S	60039
11920	GB01019508S	13155
11194	GB01020293S	14803
16249	GB01001167S	5789
9404	GB01011888S	19816
8764	GB01022140S	21855
8935	GB01002896S	21285
12894	GB01020004S	11615
12537	GB01007312S	12087
9683	GB01008313S	19075
7733	GB01008364S	25583
457	GB01001595S	168768
11184	GB01003187S	14813
8422	GB01001513S	23024
18216	GB01004223S	900
11336	GB01024292S	14404
6298	GB01023323S	31997
662	GB01000754S	145524
10795	GB01011422S	15894
8909	GB01009566S	21389
1778	GB01015429S	76629
18337	GB01021587S	711
17349	GB01004505S	2397
1949	GB01024104S	71704
4306	GB01018207S	43373
9804	GB01003078S	18762
6204	GB01012698S	32493
1843	GB01003325S	74367
9098	GB01009833S	20737
1506	GB01008607S	86906
2374	GB01017621S	61734
13983	GB01018295S	10205
16151	GB01011137S	6101
2279	GB01012835S	63551
7955	GB01021449S	24776
10333	GB01009803S	17190
16844	GB01024357S	3899
17537	GB01021982S	1981
2213	GB01000260S	65144
1884	GB01000965S	73379
1583	GB01003333S	83575
6615	GB01010381S	30489
11247	GB01023258S	14645
3207	GB01011546S	52019
4130	GB01023895S	44621
13734	GB01019793S	10517
2654	GB01016548S	57867
14639	GB01019685S	9235
17627	GB01001552S	1767
17684	GB01022831S	1675
1075	GB01007777S	109929
15585	GB01024205S	7462
3583	GB01017830S	48759
12217	GB01001308S	12570
15927	GB01013789S	6665
11618	GB01020322S	13756
14407	GB01002449S	9575
12026	GB01019668S	12904
4101	GB01018054S	44875
6724	GB01023318S	29939
9371	GB01011847S	19908
10983	GB01003083S	15345
17963	GB01021825S	1243
6081	GB01012960S	33113
13007	GB01017102S	11473
2127	GB01013020S	67570
16122	GB01002824S	6215
14526	GB01013731S	9391
5173	GB01023691S	38299
16912	GB01024287S	3678
8811	GB01016797S	21696
8433	GB01015921S	22983
4511	GB01016419S	42087
12374	GB01009600S	12335
10452	GB01010694S	16854
8778	GB01021397S	21796
10583	GB01010941S	16536
18557	GB01023052S	449
9087	GB01009775S	20762
16119	GB01007443S	6217
2778	GB01022057S	56417
571	GB01000829S	155100
14363	GB01019435S	9639
7000	GB01010489S	28565
14081	GB01007285S	10056
12550	GB01001095S	12070
1	GB01015283S	855442
944	GB01003420S	118516
5972	GB01001721S	33644
2964	GB01013685S	54451
13384	GB01020268S	10983
4548	GB01017568S	41848
5644	GB01024031S	35458
15397	GB01004359S	7859
7457	GB01001678S	26692
4348	GB01004490S	43136
7580	GB01023517S	26184
12758	GB01010207S	11786
6824	GB01011822S	29404
13670	GB01012598S	10606
1378	GB01015374S	93097
15476	GB01002838S	7705
18725	GB01016162S	24
2160	GB01021502S	66480
18311	GB01004324S	744
17609	GB01021575S	1799
6847	GB01011808S	29258
12551	GB01019342S	12068
3421	GB01016308S	50181
4702	GB01017641S	40891
289	GB01024246S	198003
14106	GB01019000S	10021
4521	GB01017448S	42017
9241	GB01010680S	20312
13186	GB01019413S	11246
3405	GB01012891S	50310
6078	GB01018134S	33128
14771	GB01020026S	9044
6934	GB01015420S	28872
12882	GB01020059S	11625
12803	GB01009547S	11738
14048	GB01019763S	10101
327	GB01000537S	189909
9507	GB01013709S	19552
14559	GB01019810S	9336
5361	GB01010409S	37200
12765	GB01019845S	11777
11150	GB01002938S	14903
2161	GB01016293S	66443
7676	GB01022838S	25778
4465	GB01016850S	42369
14822	GB01019106S	8954
18748	GB01002116S	3
16064	GB01002325S	6360
16459	GB01000793S	5167
12975	GB01001450S	11512
6230	GB01012618S	32349
2581	GB01020490S	58596
9175	GB01011176S	20480
12182	GB01018902S	12614
6846	GB01022939S	29263
12043	GB01020257S	12867
14484	GB01008702S	9444
13599	GB01019985S	10700
14035	GB01019588S	10123
15471	GB01001603S	7716
15261	GB01001318S	8108
15746	GB01007345S	7053
12178	GB01020376S	12619
17600	GB01021043S	1815
6549	GB01020381S	30794
7729	GB01007572S	25596
1333	GB01001006S	95095
4843	GB01010338S	40207
8614	GB01010754S	22351
7095	GB01009817S	28164
18508	GB01021092S	520
11198	GB01020233S	14787
12798	GB01018534S	11742
13181	GB01018561S	11249
17780	GB01021604S	1513
16808	GB01019719S	4017
16700	GB01017239S	4333
3549	GB01023169S	49017
5908	GB01012729S	34013
13041	GB01019297S	11427
1623	GB01007810S	82266
15969	GB01004341S	6576
5230	GB01008520S	37988
13996	GB01012412S	10181
17298	GB01016936S	2527
1682	GB01001344S	79656
6360	GB01016259S	31679
17731	GB01017241S	1584
4801	GB01016450S	40391
15473	GB01000501S	7708
5283	GB01016714S	37684
15577	GB01013249S	7485
13588	GB01017189S	10715
8353	GB01013167S	23278
10072	GB01009040S	17947
7895	GB01007410S	25051
9413	GB01011029S	19792
5568	GB01016444S	35968
2543	GB01017994S	59086
8118	GB01016028S	24094
4290	GB01008491S	43478
6626	GB01001778S	30436
12002	GB01007419S	12958
16908	GB01021659S	3684
17076	GB01021622S	3167
3327	GB01018063S	51014
10875	GB01016057S	15679
6139	GB01012240S	32813
992	GB01008277S	115036
16876	GB01001992S	3794
6811	GB01018088S	29485
1699	GB01003555S	78995
15601	GB01019134S	7426
1663	GB01003500S	80335
11299	GB01015724S	14517
15914	GB01016148S	6697
8074	GB01015771S	24281
5969	GB01010576S	33684
3084	GB01016266S	53256
1303	GB01008109S	96921
17466	GB01003392S	2145
11361	GB01010238S	14353
141	GB01002803S	244655
1912	GB01023832S	72693
11723	GB01003095S	13524
11244	GB01015340S	14656
16635	GB01002392S	4562
16079	GB01020241S	6324
12141	GB01009044S	12686
8130	GB01013149S	24062
13002	GB01010266S	11477
1482	GB01000477S	88351
17437	GB01002872S	2209
84	GB01002471S	283088
1829	GB01022765S	74964
2822	GB01016567S	56017
7025	GB01008860S	28467
10884	GB01016590S	15647
12289	GB01012440S	12451
1672	GB01012783S	79934
9031	GB01021450S	20959
11733	GB01020086S	13508
15090	GB01002154S	8472
17978	GB01020905S	1220
17889	GB01020950S	1338
13054	GB01024478S	11415
172	GB01002735S	229464
1749	GB01001133S	77444
17060	GB01021731S	3213
17083	GB01007482S	3137
14298	GB01009353S	9712
8341	GB01023200S	23339
54	GB01024303S	329224
3574	GB01008651S	48801
9902	GB01013706S	18484
15541	GB01007321S	7556
5961	GB01022206S	33719
10487	GB01009798S	16784
9762	GB01011116S	18873
17237	GB01024378S	2681
14230	GB01020177S	9807
14690	GB01002018S	9163
1292	GB01008005S	97432
14528	GB01013201S	9388
552	GB01000203S	157302
17223	GB01021819S	2747
2676	GB01023958S	57576
13499	GB01019856S	10843
1192	GB01003483S	102491
4477	GB01012529S	42303
8977	GB01008400S	21114
11781	GB01003127S	13400
4404	GB01023905S	42811
7757	GB01008729S	25489
15408	GB01024182S	7842
2434	GB01016571S	60805
9349	GB01007663S	19963
15375	GB01010772S	7897
11987	GB01013295S	12998
3188	GB01023107S	52226
3960	GB01007550S	45873
2264	GB01015457S	63910
16458	GB01001550S	5170
9878	GB01012669S	18532
12393	GB01019223S	12302
11730	GB01009658S	13517
8087	GB01016115S	24233
8116	GB01015993S	24096
2996	GB01018117S	54143
9525	GB01009482S	19506
2325	GB01012919S	62493
6555	GB01018182S	30769
3313	GB01016847S	51172
12950	GB01018683S	11549
11090	GB01003000S	15042
4128	GB01010623S	44638
18620	GB01021137S	352
11763	GB01009233S	13449
15344	GB01015644S	7948
4846	GB01012313S	40196
17457	GB01020989S	2162
15004	GB01015659S	8636
12869	GB01015604S	11637
14613	GB01018761S	9272
10661	GB01011301S	16339
17815	GB01021899S	1452
9604	GB01015787S	19299
7674	GB01016741S	25785
13078	GB01013240S	11375
17004	GB01013795S	3389
6411	GB01000884S	31494
13748	GB01019362S	10506
16109	GB01013888S	6245
5831	GB01023353S	34388
16341	GB01002255S	5539
7096	GB01011441S	28151
15525	GB01002138S	7602
2988	GB01015499S	54251
8733	GB01009505S	21950
3670	GB01000374S	48116
7570	GB01002960S	26228
510	GB01000699S	161533
12222	GB01010280S	12557
15755	GB01008989S	7031
1524	GB01011667S	85860
18454	GB01020641S	585
10251	GB01013352S	17418
11964	GB01013226S	13058
3108	GB01018144S	52987
14029	GB01019962S	10131
18619	GB01017206S	352
12628	GB01018503S	11955
18118	GB01020801S	1059
3287	GB01011509S	51340
18214	GB01020843S	905
853	GB01000982S	125909
14142	GB01018981S	9961
12689	GB01011165S	11856
11277	GB01009227S	14563
12507	GB01024225S	12132
7161	GB01001886S	27908
2560	GB01000141S	58853
4621	GB01023743S	41378
7641	GB01003784S	25940
3452	GB01003733S	49878
10115	GB01008793S	17828
2791	GB01012874S	56290
1365	GB01015502S	93640
17050	GB01017132S	3241
15963	GB01002399S	6589
13868	GB01011257S	10338
11267	GB01009418S	14590
14814	GB01002858S	8963
5672	GB01022587S	35306
2544	GB01020533S	59061
5501	GB01017530S	36423
6335	GB01000890S	31777
3790	GB01017815S	47114
16362	GB01017145S	5478
3497	GB01010456S	49483
13453	GB01019348S	10897
12381	GB01019395S	12322
10036	GB01003108S	18048
8798	GB01023375S	21733
3076	GB01020562S	53326
9271	GB01015902S	20217
14034	GB01018626S	10126
14958	GB01012395S	8701
6238	GB01000619S	32316
5702	GB01013007S	35165
15338	GB01013818S	7964
17761	GB01020867S	1546
15940	GB01024325S	6631
5887	GB01012640S	34120
18687	GB01021752S	162
6051	GB01010646S	33216
18274	GB01020893S	803
7558	GB01001681S	26283
8590	GB01021341S	22432
857	GB01001386S	125531
9114	GB01013964S	20685
11023	GB01010186S	15203
9729	GB01012547S	18950
11900	GB01003166S	13187
16655	GB01017114S	4467
4257	GB01017431S	43692
15	GB01003305S	428993
18145	GB01020790S	1017
10710	GB01003223S	16204
7777	GB01023774S	25425
10540	GB01024178S	16654
3547	GB01008218S	49023
2839	GB01001201S	55878
14307	GB01000748S	9706
18048	GB01020991S	1146
10395	GB01010009S	16993
9285	GB01003064S	20163
12985	GB01019013S	11493
11415	GB01012491S	14188
3920	GB01011778S	46091
12981	GB01015563S	11505
14030	GB01018419S	10129
11026	GB01003104S	15191
10903	GB01009368S	15603
13553	GB01019999S	10757
16359	GB01013257S	5488
11380	GB01000381S	14274
15625	GB01004691S	7356
8399	GB01023534S	23108
11545	GB01008885S	13899
6715	GB01016429S	29982
16466	GB01008739S	5142
18384	GB01021099S	651
9877	GB01009815S	18533
15891	GB01002258S	6743
12303	GB01020067S	12436
2305	GB01017880S	62956
9930	GB01008336S	18395
12716	GB01009769S	11835
3976	GB01013269S	45805
3155	GB01016708S	52559
8974	GB01013212S	21131
12818	GB01019886S	11712
18324	GB01021209S	727
6773	GB01023416S	29652
16984	GB01007299S	3452
16648	GB01013837S	4480
12641	GB01007360S	11934
17447	GB01021102S	2184
16756	GB01001534S	4176
14566	GB01018852S	9328
18250	GB01021112S	841
2286	GB01016325S	63332
10348	GB01003231S	17129
2520	GB01012157S	59360
642	GB01003286S	147696
2216	GB01015262S	65106
15730	GB01002254S	7094
11696	GB01016119S	13582
8596	GB01009558S	22397
16979	GB01016995S	3474
1851	GB01013069S	74240
18256	GB01020999S	835
1338	GB01007858S	94794
15063	GB01018353S	8541
8602	GB01009527S	22378
11231	GB01020457S	14702
11863	GB01020150S	13247
10895	GB01009251S	15622
15838	GB01016932S	6864
18152	GB01021565S	1003
9657	GB01017128S	19143
12128	GB01015808S	12707
10410	GB01011894S	16952
11519	GB01009258S	13956
3015	GB01011692S	53980
12745	GB01002855S	11798
1513	GB01000946S	86348
12400	GB01009756S	12295
7249	GB01008358S	27525
7401	GB01007701S	26893
833	GB01000428S	128485
3763	GB01011532S	47317
13090	GB01019216S	11352
16441	GB01007429S	5235
18770	GB01018568S	1
14031	GB01009121S	10129
7840	GB01011078S	25265
9153	GB01009197S	20556
14844	GB01024207S	8914
12767	GB01018869S	11775
5458	GB01022096S	36657
14856	GB01020236S	8894
3999	GB01000859S	45637
18117	GB01021931S	1060
5382	GB01010415S	37104
8018	GB01022918S	24526
12116	GB01019220S	12723
15170	GB01016181S	8310
16633	GB01013899S	4569
9789	GB01009680S	18797
10571	GB01007307S	16572
4605	GB01001327S	41483
116	GB01003827S	254526
8842	GB01010109S	21588
16906	GB01013841S	3692
12321	GB01019525S	12404
4934	GB01007837S	39703
812	GB01003345S	129963
15502	GB01013180S	7651
15121	GB01019132S	8407
6452	GB01021525S	31332
15904	GB01016897S	6717
13225	GB01019748S	11197
10164	GB01009130S	17658
6761	GB01010960S	29722
11367	GB01000556S	14318
9835	GB01009881S	18653
10040	GB01011297S	18033
12015	GB01022003S	12923
1084	GB01003454S	109322
8550	GB01022074S	22558
11509	GB01016014S	13973
5408	GB01022859S	36909
18488	GB01004222S	547
10590	GB01009604S	16502
16387	GB01010897S	5412
3249	GB01023126S	51641
11816	GB01018639S	13348
2373	GB01015474S	61746
2143	GB01004543S	67113
7876	GB01010557S	25145
6447	GB01011725S	31346
7822	GB01023446S	25306
9056	GB01009661S	20867
15644	GB01009638S	7305
2879	GB01000035S	55315
17535	GB01007489S	1986
11939	GB01008725S	13107
6369	GB01004369S	31657
496	GB01003652S	163748
886	GB01003801S	123367
12294	GB01015683S	12445
5240	GB01022121S	37903
13464	GB01019930S	10882
10770	GB01009205S	15970
5014	GB01016642S	39328
4733	GB01016341S	40735
1931	GB01024078S	72114
11287	GB01010906S	14536
13422	GB01024427S	10932
5806	GB01000833S	34622
8146	GB01023251S	24000
14520	GB01004722S	9399
3802	GB01023987S	47053
16026	GB01013189S	6453
10041	GB01002997S	18026
11577	GB01009876S	13817
10361	GB01022029S	17087
4642	GB01024152S	41249
6410	GB01011237S	31495
1454	GB01024125S	89936
673	GB01000010S	144546
4483	GB01018047S	42288
4933	GB01016819S	39704
814	GB01015321S	129827
6992	GB01001764S	28608
1194	GB01011631S	102420
7642	GB01015863S	25938
5676	GB01016243S	35290
7625	GB01008907S	26012
12433	GB01019621S	12238
