SampleName	SampleID	occurence
16948	GB01017401S	3551
10655	GB01013357S	16353
10764	GB01009473S	15987
12911	GB01010284S	11596
16108	GB01024208S	6247
7649	GB01008308S	25900
18097	GB01020646S	1081
6558	GB01021411S	30762
17093	GB01021934S	3118
15147	GB01019881S	8365
17315	GB01021119S	2473
8588	GB01012121S	22439
15398	GB01003236S	7858
16178	GB01007435S	6015
16843	GB01009345S	3904
1748	GB01013037S	77459
11338	GB01010870S	14400
2835	GB01018001S	55895
15339	GB01000411S	7963
16016	GB01002321S	6487
8884	GB01009502S	21470
2244	GB01016237S	64284
10267	GB01001243S	17376
9544	GB01011806S	19444
18698	GB01015375S	112
9280	GB01008984S	20182
14222	GB01019762S	9819
7255	GB01012905S	27509
17920	GB01020835S	1302
3181	GB01016491S	52323
18089	GB01020860S	1093
11684	GB01020126S	13613
10813	GB01010004S	15849
17153	GB01021960S	2937
14033	GB01019542S	10126
4874	GB01021346S	40064
8897	GB01009003S	21443
15207	GB01024222S	8227
8438	GB01000133S	22967
5945	GB01023247S	33793
1594	GB01000144S	83103
17019	GB01000425S	3330
14252	GB01007471S	9767
10366	GB01009448S	17077
2796	GB01015509S	56263
13711	GB01024288S	10556
9418	GB01010686S	19781
717	GB01002750S	140033
12056	GB01018825S	12846
16256	GB01002320S	5768
2055	GB01000553S	69338
4592	GB01003781S	41544
11101	GB01004335S	15019
3373	GB01011497S	50592
3397	GB01016793S	50372
834	GB01007857S	128099
1713	GB01000194S	78659
17495	GB01021986S	2082
50	GB01003301S	341320
6793	GB01012607S	29577
418	GB01001065S	174361
16851	GB01011161S	3865
8264	GB01007682S	23634
8319	GB01009208S	23409
3758	GB01016313S	47367
2113	GB01017656S	68054
13580	GB01019738S	10727
17348	GB01004469S	2400
18719	GB01012953S	39
11596	GB01019235S	13783
4077	GB01021519S	44999
4700	GB01021544S	40902
4286	GB01022124S	43510
13254	GB01020035S	11153
11500	GB01020060S	13987
18702	GB01013722S	106
7781	GB01008333S	25416
4268	GB01001894S	43640
6913	GB01008388S	29003
6674	GB01023289S	30200
7251	GB01001677S	27521
5164	GB01009873S	38356
16457	GB01022026S	5176
368	GB01000836S	182201
2708	GB01024128S	57265
1160	GB01008268S	104124
4296	GB01008293S	43446
1307	GB01003294S	96642
15254	GB01019465S	8121
4001	GB01011728S	45619
13185	GB01002927S	11246
18287	GB01020751S	782
17065	GB01024157S	3197
15663	GB01018919S	7265
17200	GB01022922S	2784
12895	GB01019038S	11611
13471	GB01018999S	10877
4432	GB01008610S	42593
4221	GB01018140S	43927
15906	GB01004456S	6714
8324	GB01023584S	23397
7720	GB01003628S	25618
7250	GB01022179S	27524
12165	GB01009255S	12646
910	GB01000936S	121478
14483	GB01002850S	9447
467	GB01000949S	167606
7836	GB01008823S	25270
15507	GB01008355S	7642
16496	GB01007706S	5070
11638	GB01003194S	13701
2874	GB01011537S	55375
10812	GB01019195S	15854
5086	GB01013262S	38861
13773	GB01019829S	10482
8441	GB01013963S	22943
12671	GB01019852S	11888
14099	GB01019138S	10034
13992	GB01019883S	10190
18650	GB01022900S	283
7295	GB01011439S	27326
13980	GB01019706S	10208
3150	GB01003553S	52612
4573	GB01018013S	41658
13664	GB01007333S	10616
13607	GB01004227S	10688
15586	GB01024175S	7460
16385	GB01001204S	5418
485	GB01000747S	165338
132	GB01003246S	247901
8958	GB01014057S	21199
8927	GB01003063S	21331
3492	GB01015485S	49532
3109	GB01012944S	52965
2356	GB01015432S	62125
11301	GB01010122S	14506
18429	GB01020795S	610
2164	GB01000446S	66285
1626	GB01013076S	82209
6219	GB01010607S	32416
2629	GB01023825S	58132
10037	GB01009711S	18043
9246	GB01011087S	20306
3787	GB01016435S	47128
16758	GB01011011S	4174
12840	GB01019761S	11684
1204	GB01003762S	101837
15819	GB01004695S	6902
7613	GB01023072S	26049
4528	GB01015553S	41959
17424	GB01020948S	2233
9441	GB01009859S	19725
8656	GB01022004S	22240
10574	GB01016044S	16566
16930	GB01007327S	3606
10080	GB01016011S	17922
16031	GB01010778S	6449
7763	GB01009838S	25469
10908	GB01016732S	15594
1940	GB01012767S	71857
16275	GB01001295S	5724
11786	GB01019774S	13390
4394	GB01017748S	42845
16594	GB01004212S	4700
17577	GB01021617S	1866
18295	GB01021759S	770
9134	GB01009946S	20623
1618	GB01024062S	82548
2480	GB01024015S	60074
7263	GB01004375S	27475
3219	GB01017617S	51926
1996	GB01000315S	70637
16880	GB01000933S	3776
5682	GB01023938S	35278
4514	GB01024048S	42064
5481	GB01008548S	36521
17085	GB01001663S	3133
15924	GB01000678S	6674
8401	GB01008990S	23104
4012	GB01021522S	45511
2498	GB01023813S	59736
15011	GB01019743S	8628
920	GB01011688S	120852
15768	GB01016904S	6996
12708	GB01018332S	11840
8256	GB01023842S	23658
13561	GB01019444S	10750
13525	GB01019165S	10790
13126	GB01020220S	11309
2496	GB01012815S	59769
13802	GB01018371S	10443
1769	GB01016519S	76831
17713	GB01017030S	1620
8651	GB01009884S	22251
13450	GB01011303S	10898
16431	GB01002279S	5256
5607	GB01012279S	35746
18765	GB01008206S	1
7220	GB01012282S	27660
11116	GB01009670S	14996
3485	GB01017591S	49592
14322	GB01018256S	9688
11393	GB01010992S	14257
9306	GB01023526S	20102
18570	GB01012950S	434
11692	GB01004538S	13591
13854	GB01018922S	10359
7460	GB01016814S	26684
7172	GB01007780S	27863
6579	GB01010547S	30669
7475	GB01021369S	26629
17790	GB01021042S	1487
18399	GB01021004S	638
17532	GB01020677S	1993
4359	GB01001727S	43062
935	GB01000220S	119574
2179	GB01017911S	65970
16829	GB01017306S	3946
17311	GB01017134S	2482
4895	GB01010730S	39910
3384	GB01015466S	50484
16373	GB01018550S	5458
13686	GB01018585S	10591
8098	GB01015887S	24181
10367	GB01009391S	17070
16032	GB01024401S	6448
2444	GB01001360S	60738
17157	GB01017381S	2917
7673	GB01008156S	25789
795	GB01001260S	132166
18669	GB01021844S	225
6753	GB01012463S	29769
16995	GB01017270S	3413
2020	GB01012920S	70066
10203	GB01009110S	17558
13000	GB01019484S	11479
1835	GB01013116S	74690
18108	GB01020584S	1066
7712	GB01016474S	25641
5617	GB01011356S	35669
18150	GB01022850S	1008
17432	GB01017210S	2218
11738	GB01009707S	13496
14283	GB01000182S	9733
8629	GB01008902S	22319
10900	GB01016580S	15608
16559	GB01001541S	4874
1600	GB01007947S	82886
15759	GB01002281S	7020
17126	GB01021675S	3011
6284	GB01001856S	32056
8692	GB01013967S	22091
9219	GB01003097S	20380
17464	GB01021095S	2148
13694	GB01004687S	10577
8367	GB01024467S	23228
14013	GB01024490S	10155
14401	GB01018237S	9583
16382	GB01007529S	5431
1523	GB01007807S	85888
3263	GB01018137S	51520
5255	GB01003571S	37816
9825	GB01023707S	18695
18	GB01003524S	412741
12437	GB01015700S	12225
7361	GB01016124S	27071
9420	GB01009811S	19777
213	GB01003875S	217565
530	GB01003895S	159158
16233	GB01002215S	5823
17788	GB01020996S	1494
4694	GB01023676S	40940
3304	GB01015324S	51232
15421	GB01018319S	7816
17492	GB01021010S	2090
14670	GB01007729S	9187
5308	GB01011239S	37560
10777	GB01003105S	15957
15721	GB01002141S	7115
5499	GB01022884S	36433
16965	GB01022890S	3510
7312	GB01022789S	27274
16800	GB01016891S	4042
3353	GB01017408S	50768
2500	GB01017864S	59734
17965	GB01021894S	1242
13043	GB01018801S	11425
17626	GB01021653S	1768
1326	GB01021461S	95457
7239	GB01009487S	27541
17896	GB01020960S	1333
16404	GB01012191S	5337
13705	GB01020229S	10565
18499	GB01020974S	533
9584	GB01008787S	19338
1179	GB01001160S	103124
17687	GB01021624S	1671
5656	GB01023698S	35370
1974	GB01011670S	71169
9113	GB01003084S	20685
16767	GB01024354S	4156
18496	GB01022979S	536
11465	GB01013836S	14082
14555	GB01007361S	9347
2142	GB01008635S	67126
9726	GB01015240S	18954
11556	GB01001121S	13866
679	GB01001395S	144065
18595	GB01021875S	392
7210	GB01010355S	27715
1403	GB01003338S	92203
11306	GB01009093S	14484
620	GB01008021S	150343
10464	GB01010179S	16833
5217	GB01012317S	38032
14537	GB01018504S	9367
2479	GB01011596S	60075
3138	GB01011561S	52693
17925	GB01017249S	1293
9174	GB01008442S	20481
14486	GB01013247S	9443
6833	GB01001838S	29365
17442	GB01021599S	2198
15982	GB01002269S	6551
4910	GB01023961S	39813
4746	GB01017719S	40667
5482	GB01021447S	36521
15844	GB01000124S	6833
16376	GB01002408S	5450
10831	GB01011864S	15783
4273	GB01022754S	43607
11505	GB01010299S	13978
314	GB01002726S	192459
17173	GB01007503S	2865
3576	GB01007574S	48788
17797	GB01023008S	1480
11846	GB01019291S	13292
5633	GB01013014S	35561
2226	GB01017742S	64758
3968	GB01023618S	45842
4920	GB01010581S	39775
2522	GB01017682S	59338
12358	GB01015620S	12352
8719	GB01020473S	22017
14329	GB01019070S	9679
8502	GB01004161S	22691
10851	GB01010082S	15740
197	GB01000214S	222918
10959	GB01016602S	15430
16597	GB01019140S	4693
6086	GB01022211S	33090
895	GB01000817S	122442
14312	GB01010402S	9699
16750	GB01007450S	4187
12667	GB01019146S	11892
3520	GB01012898S	49311
12974	GB01011001S	11512
9451	GB01012166S	19699
10125	GB01017664S	17790
9083	GB01009153S	20785
15333	GB01002435S	7971
13804	GB01019112S	10442
15423	GB01018269S	7815
9866	GB01023485S	18569
2191	GB01000078S	65832
6672	GB01023458S	30206
7170	GB01011470S	27868
4547	GB01016640S	41850
8065	GB01009534S	24329
9218	GB01009561S	20381
9389	GB01002904S	19851
11862	GB01019581S	13249
6966	GB01023598S	28708
6888	GB01023545S	29062
12335	GB01020174S	12379
15903	GB01002244S	6718
3534	GB01020499S	49211
12181	GB01018406S	12614
1028	GB01015380S	113039
10138	GB01013372S	17731
9149	GB01012615S	20569
3359	GB01017648S	50698
12329	GB01019982S	12388
12549	GB01019284S	12071
7696	GB01010689S	25696
7749	GB01023763S	25529
9557	GB01015817S	19424
5229	GB01021505S	37991
16747	GB01010807S	4194
14168	GB01020029S	9919
10019	GB01010903S	18095
15950	GB01024241S	6616
694	GB01000116S	143070
3454	GB01017443S	49862
4545	GB01012863S	41854
5172	GB01017455S	38299
11216	GB01020003S	14735
14495	GB01019328S	9425
12651	GB01018821S	11917
9887	GB01013786S	18516
1062	GB01000549S	110519
8307	GB01023706S	23471
17063	GB01017233S	3204
3943	GB01016657S	45963
11283	GB01023311S	14555
2937	GB01020502S	54705
5927	GB01023472S	33869
4644	GB01011456S	41241
4911	GB01017514S	39797
4236	GB01017646S	43809
6232	GB01017839S	32340
3104	GB01000363S	53040
11938	GB01010279S	13110
14645	GB01010311S	9222
13258	GB01019017S	11147
13958	GB01009609S	10231
15672	GB01018976S	7240
17949	GB01016985S	1262
14372	GB01019593S	9632
14550	GB01007442S	9356
16340	GB01004313S	5542
15898	GB01000275S	6729
15191	GB01014013S	8273
17243	GB01020816S	2659
10472	GB01020419S	16817
6813	GB01012624S	29481
11928	GB01018790S	13133
3933	GB01022149S	46008
12490	GB01011293S	12149
10078	GB01013349S	17932
6272	GB01016666S	32158
4493	GB01017677S	42215
557	GB01001565S	156527
13948	GB01000178S	10240
6649	GB01023758S	30309
3248	GB01017716S	51659
15814	GB01000764S	6913
4787	GB01018081S	40429
17646	GB01021650S	1730
10933	GB01009903S	15529
1184	GB01011754S	102875
16333	GB01007355S	5560
18095	GB01020774S	1084
8676	GB01012236S	22177
12391	GB01018258S	12307
1565	GB01024114S	84282
15701	GB01014032S	7161
10305	GB01010526S	17257
17484	GB01021957S	2099
52	GB01003649S	331214
5448	GB01023518S	36715
1352	GB01003838S	94289
12380	GB01015698S	12323
14070	GB01018986S	10070
17455	GB01020928S	2165
10806	GB01008923S	15879
14336	GB01020222S	9672
6292	GB01016365S	32020
12474	GB01020181S	12168
14465	GB01016186S	9468
13717	GB01013142S	10549
6702	GB01016254S	30044
8084	GB01001771S	24238
15631	GB01013894S	7333
16147	GB01007417S	6114
8337	GB01020367S	23348
6876	GB01016830S	29122
13774	GB01002264S	10482
2862	GB01017993S	55515
15997	GB01011280S	6522
1158	GB01002785S	104332
7225	GB01001747S	27633
15791	GB01002300S	6947
2278	GB01008221S	63558
550	GB01001238S	157379
17188	GB01011201S	2829
10543	GB01015876S	16647
17302	GB01020623S	2514
4393	GB01012958S	42854
6502	GB01012985S	31061
12360	GB01011852S	12351
16260	GB01002263S	5761
3696	GB01001492S	47861
15131	GB01013874S	8395
15340	GB01013941S	7962
13201	GB01002831S	11228
4813	GB01024081S	40324
17293	GB01004473S	2543
5516	GB01024036S	36317
18180	GB01004350S	956
6255	GB01023567S	32254
12287	GB01018728S	12455
9592	GB01011393S	19332
12488	GB01009234S	12152
8164	GB01011328S	23924
11978	GB01018279S	13014
4146	GB01015532S	44513
7325	GB01023611S	27203
6145	GB01016410S	32776
14197	GB01019893S	9853
14180	GB01019899S	9884
6147	GB01021390S	32773
780	GB01003701S	133319
15069	GB01024424S	8510
15536	GB01000783S	7570
8577	GB01003009S	22467
15142	GB01010314S	8379
16425	GB01021710S	5280
14063	GB01018604S	10078
15807	GB01016165S	6921
4504	GB01017570S	42148
9645	GB01009376S	19166
4612	GB01008529S	41449
7773	GB01023171S	25435
4201	GB01008179S	44021
4230	GB01012580S	43848
11771	GB01019232S	13434
4087	GB01016826S	44943
6112	GB01012336S	32941
2651	GB01008077S	57907
1815	GB01003916S	75389
14221	GB01002441S	9819
1173	GB01007959S	103525
3333	GB01017545S	50969
70	GB01003687S	301554
8100	GB01016030S	24169
7341	GB01011060S	27163
4365	GB01016390S	43024
3468	GB01000097S	49726
5865	GB01001817S	34222
223	GB01003465S	214369
5123	GB01012258S	38654
3300	GB01015458S	51252
14429	GB01024333S	9527
10648	GB01016576S	16364
4081	GB01023135S	44966
6264	GB01023160S	32199
15045	GB01015405S	8564
12429	GB01022820S	12251
18186	GB01004327S	945
14867	GB01016147S	8876
7398	GB01010504S	26914
16627	GB01017000S	4600
2743	GB01008096S	56800
12829	GB01011186S	11699
1108	GB01007824S	108035
8542	GB01022907S	22586
4325	GB01007871S	43270
12089	GB01018723S	12774
6807	GB01008507S	29517
3508	GB01001338S	49376
384	GB01003856S	180437
1580	GB01008102S	83662
6573	GB01023636S	30710
13692	GB01001057S	10579
12240	GB01013139S	12529
7026	GB01010679S	28464
13116	GB01010977S	11316
11907	GB01004742S	13179
15463	GB01007486S	7730
4539	GB01010995S	41902
15763	GB01015793S	7008
220	GB01003443S	214848
13965	GB01020371S	10221
12412	GB01019073S	12273
296	GB01000292S	196100
16083	GB01000191S	6313
16239	GB01017133S	5812
14696	GB01007433S	9156
1236	GB01003438S	100149
9617	GB01003634S	19271
5452	GB01000340S	36689
12281	GB01019617S	12467
10801	GB01003271S	15886
6063	GB01007602S	33179
1887	GB01015305S	73227
15494	GB01012398S	7662
2678	GB01011655S	57546
4003	GB01016223S	45588
9380	GB01009791S	19887
269	GB01000468S	202653
17363	GB01017349S	2366
16330	GB01024373S	5567
16073	GB01024304S	6336
7047	GB01023651S	28360
12904	GB01019175S	11603
1551	GB01007962S	84682
18326	GB01021810S	724
13345	GB01019716S	11019
9720	GB01009058S	18966
13196	GB01019159S	11233
17653	GB01017022S	1721
7850	GB01023218S	25234
10392	GB01010181S	16996
5441	GB01023735S	36749
8047	GB01009699S	24391
16577	GB01017113S	4789
4251	GB01010711S	43726
10134	GB01008774S	17748
9388	GB01011840S	19855
15410	GB01011418S	7838
9119	GB01015761S	20660
6358	GB01023385S	31680
4247	GB01015222S	43750
6267	GB01022580S	32194
12210	GB01004097S	12583
1642	GB01003538S	81603
11767	GB01009358S	13438
8225	GB01015219S	23745
17559	GB01020902S	1923
12919	GB01020204S	11587
17276	GB01001015S	2587
17081	GB01016908S	3141
12719	GB01018633S	11828
1532	GB01013042S	85488
17846	GB01021736S	1403
6190	GB01023393S	32565
6029	GB01012318S	33329
943	GB01015358S	118920
5027	GB01017522S	39259
5952	GB01016823S	33758
3929	GB01022232S	46026
7215	GB01010837S	27675
15915	GB01002362S	6696
8992	GB01008769S	21072
8752	GB01004186S	21884
8374	GB01012575S	23205
7695	GB01012520S	25702
1585	GB01008051S	83532
16917	GB01017175S	3656
18331	GB01020923S	715
17738	GB01021037S	1568
9977	GB01009546S	18232
8191	GB01018199S	23843
169	GB01002476S	232377
5898	GB01001871S	34049
16816	GB01007697S	4002
2218	GB01017544S	65043
2682	GB01012753S	57500
2873	GB01021486S	55393
14175	GB01018490S	9893
8342	GB01004113S	23334
14852	GB01018427S	8900
5614	GB01001471S	35706
9599	GB01010036S	19319
15260	GB01002891S	8108
15865	GB01024380S	6784
987	GB01003344S	115358
5385	GB01010394S	37093
9573	GB01011126S	19371
18176	GB01020808S	961
10097	GB01020450S	17874
18349	GB01022967S	691
7264	GB01020405S	27472
8271	GB01013998S	23580
17482	GB01020628S	2101
844	GB01001319S	127276
7787	GB01022880S	25398
15039	GB01019548S	8579
8083	GB01023232S	24243
1384	GB01000131S	93024
4614	GB01023713S	41440
7565	GB01012523S	26246
4315	GB01023880S	43327
12638	GB01018384S	11942
5664	GB01021413S	35331
15648	GB01002311S	7297
16395	GB01017346S	5380
8460	GB01009475S	22847
4755	GB01012158S	40627
16460	GB01011042S	5163
3832	GB01017807S	46835
7736	GB01022866S	25577
15037	GB01010329S	8584
12366	GB01002942S	12342
1601	GB01013060S	82843
9853	GB01008730S	18609
8330	GB01012127S	23367
5355	GB01015916S	37237
17197	GB01017129S	2799
2040	GB01013035S	69562
3213	GB01012907S	51982
16213	GB01002233S	5913
13571	GB01012432S	10743
16081	GB01002323S	6317
4907	GB01018008S	39824
12616	GB01020124S	11974
10626	GB01008979S	16413
10817	GB01008982S	15837
8251	GB01021348S	23686
13524	GB01023530S	10791
10680	GB01009005S	16298
17970	GB01020837S	1236
2234	GB01016497S	64616
4157	GB01018205S	44415
3171	GB01017970S	52436
15087	GB01019827S	8473
8519	GB01013207S	22639
13520	GB01009118S	10797
15124	GB01011024S	8402
16975	GB01002400S	3478
10600	GB01016588S	16487
18014	GB01016906S	1183
7682	GB01008849S	25758
3771	GB01021428S	47250
8189	GB01003783S	23861
1943	GB01012833S	71785
17918	GB01021142S	1308
8223	GB01023452S	23753
2975	GB01011495S	54386
8750	GB01022137S	21893
6188	GB01016795S	32571
9670	GB01015780S	19114
263	GB01002752S	204350
6664	GB01011872S	30229
15166	GB01001944S	8316
4008	GB01016235S	45552
11821	GB01017008S	13331
18171	GB01021781S	976
13140	GB01019628S	11283
16074	GB01002859S	6336
13964	GB01018243S	10223
5509	GB01023358S	36367
3674	GB01018174S	48080
4369	GB01016348S	43001
13803	GB01011427S	10442
12574	GB01018623S	12043
4382	GB01021542S	42922
6632	GB01022126S	30399
11782	GB01002878S	13399
9325	GB01009045S	20027
15623	GB01002063S	7362
13863	GB01002027S	10347
5050	GB01001892S	39096
13764	GB01010873S	10489
12866	GB01015393S	11642
16102	GB01019428S	6266
5679	GB01012884S	35287
18688	GB01000080S	160
13761	GB01020037S	10493
10177	GB01009868S	17631
4372	GB01016845S	42954
5007	GB01008291S	39348
5161	GB01011221S	38375
903	GB01003292S	121994
9938	GB01011712S	18372
9892	GB01009120S	18508
7873	GB01002952S	25154
13136	GB01002925S	11291
3572	GB01016282S	48822
4500	GB01024155S	42165
7634	GB01022807S	25962
9875	GB01023586S	18536
8388	GB01010079S	23147
12232	GB01004494S	12545
11976	GB01012672S	13019
1246	GB01003871S	99686
5205	GB01012605S	38112
6048	GB01011167S	33230
4150	GB01018156S	44488
3807	GB01022924S	47005
13913	GB01018558S	10276
6878	GB01001799S	29119
6623	GB01010823S	30465
8049	GB01003626S	24377
6039	GB01012658S	33274
3028	GB01008616S	53872
4070	GB01022100S	45069
2646	GB01000934S	57949
1538	GB01001624S	85209
2915	GB01016333S	54850
11612	GB01013732S	13761
17254	GB01017284S	2628
14390	GB01007708S	9594
11003	GB01003196S	15267
3890	GB01011539S	46310
9587	GB01009198S	19337
14326	GB01020019S	9681
8559	GB01021312S	22523
9136	GB01008353S	20622
16526	GB01013863S	4965
15074	GB01018859S	8500
9165	GB01020308S	20505
10610	GB01013260S	16475
6349	GB01000869S	31704
13248	GB01019682S	11165
15267	GB01014025S	8101
5722	GB01023444S	35032
1576	GB01000741S	83792
6633	GB01023411S	30396
6134	GB01007582S	32831
2593	GB01015487S	58441
3683	GB01012946S	47989
867	GB01001309S	124601
8710	GB01002978S	22039
13835	GB01011381S	10384
11507	GB01013333S	13975
15995	GB01017066S	6526
10877	GB01010002S	15675
5298	GB01016437S	37612
12407	GB01018833S	12284
2471	GB01000444S	60199
8638	GB01007684S	22287
786	GB01003760S	132804
6645	GB01023074S	30340
2983	GB01015551S	54319
9000	GB01009713S	21043
5522	GB01011081S	36291
11514	GB01003724S	13966
6975	GB01016046S	28685
1986	GB01011737S	70894
16090	GB01017013S	6293
18643	GB01022855S	288
10512	GB01009886S	16707
5257	GB01018069S	37812
14385	GB01018340S	9614
12672	GB01015825S	11880
5397	GB01012337S	37026
13143	GB01009940S	11282
14582	GB01010297S	9304
16242	GB01002383S	5803
2504	GB01017598S	59658
3627	GB01018135S	48460
16668	GB01016927S	4426
11073	GB01009832S	15073
1488	GB01001317S	88030
18709	GB01009684S	67
10310	GB01008830S	17245
133	GB01002812S	247766
2487	GB01023823S	59995
2880	GB01024060S	55313
10074	GB01010177S	17937
2757	GB01023811S	56636
14228	GB01019741S	9808
2745	GB01015361S	56789
15794	GB01024260S	6945
2174	GB01000450S	66089
11191	GB01018708S	14807
16954	GB01010954S	3528
11274	GB01010901S	14568
9816	GB01009169S	18719
1438	GB01000843S	90765
3610	GB01022020S	48581
1078	GB01000834S	109665
12084	GB01019110S	12782
16776	GB01004669S	4130
18119	GB01020581S	1054
18168	GB01020735S	983
5572	GB01012277S	35960
6089	GB01012280S	33075
2409	GB01017593S	61210
16419	GB01000184S	5294
12386	GB01019325S	12317
14659	GB01018924S	9202
18516	GB01022914S	505
16704	GB01001665S	4326
9447	GB01009964S	19707
6499	GB01010849S	31077
6534	GB01007844S	30862
9069	GB01020350S	20837
18188	GB01020675S	943
1135	GB01008098S	105667
11760	GB01000226S	13455
5531	GB01017913S	36202
10627	GB01010312S	16412
4321	GB01010732S	43292
6087	GB01011580S	33089
4182	GB01023918S	44173
13714	GB01018552S	10553
18405	GB01020919S	634
4893	GB01011224S	39920
6949	GB01023090S	28802
7919	GB01024465S	24968
2639	GB01023116S	58017
2429	GB01011709S	60893
7317	GB01008158S	27234
10532	GB01008855S	16670
9578	GB01001668S	19357
4343	GB01001262S	43169
15821	GB01016947S	6900
5983	GB01012364S	33584
9909	GB01012461S	18469
6253	GB01012926S	32269
8989	GB01001362S	21084
9326	GB01016896S	20024
3347	GB01016476S	50844
10038	GB01001448S	18042
17979	GB01021157S	1219
13689	GB01016722S	10588
15912	GB01020142S	6702
16205	GB01002231S	5939
9138	GB01010046S	20618
906	GB01007945S	121711
15071	GB01013921S	8506
14502	GB01018450S	9416
10873	GB01009136S	15687
17868	GB01021677S	1366
6149	GB01001854S	32764
14866	GB01019086S	8881
14850	GB01002287S	8902
5196	GB01018059S	38137
15674	GB01001297S	7227
1154	GB01007850S	104475
12432	GB01019540S	12244
143	GB01003254S	242697
6853	GB01009698S	29223
11958	GB01015757S	13073
6071	GB01017856S	33154
6297	GB01001359S	32009
6943	GB01007692S	28839
13926	GB01019733S	10267
1553	GB01003897S	84581
9753	GB01010964S	18896
3876	GB01023674S	46419
3704	GB01015326S	47797
15337	GB01002378S	7965
16429	GB01016941S	5265
11426	GB01013198S	14160
9342	GB01009705S	19978
1366	GB01000726S	93591
11006	GB01000499S	15260
9464	GB01008900S	19663
12980	GB01019739S	11505
8613	GB01009106S	22351
5137	GB01016541S	38533
15250	GB01001575S	8125
12327	GB01008946S	12395
2371	GB01010447S	61765
18732	GB01009932S	19
2443	GB01021463S	60741
3559	GB01020559S	48940
17366	GB01020976S	2363
2388	GB01020522S	61426
1256	GB01001166S	99026
11083	GB01019042S	15054
5744	GB01017866S	34917
4692	GB01013016S	40966
13031	GB01020131S	11438
7925	GB01013985S	24941
10192	GB01002991S	17581
8484	GB01008680S	22750
2394	GB01016265S	61355
2139	GB01008637S	67272
14321	GB01013840S	9690
10980	GB01003171S	15356
15667	GB01013885S	7255
6820	GB01015957S	29432
17074	GB01002092S	3175
13352	GB01011138S	11011
12766	GB01009091S	11776
14686	GB01024356S	9167
17581	GB01020946S	1860
1373	GB01008023S	93253
2395	GB01000269S	61315
1745	GB01001397S	77494
18521	GB01021873S	497
17138	GB01021012S	2975
17317	GB01017397S	2471
3187	GB01011549S	52229
6199	GB01022732S	32524
18520	GB01020612S	499
18199	GB01001213S	926
7508	GB01023783S	26476
18590	GB01021029S	400
8985	GB01023266S	21099
4942	GB01011594S	39672
7329	GB01009460S	27198
15350	GB01020097S	7940
11111	GB01009104S	15001
15145	GB01000281S	8374
4212	GB01022752S	43972
11348	GB01008875S	14371
1240	GB01001144S	100021
10194	GB01007501S	17575
15881	GB01001573S	6759
5318	GB01011789S	37478
16329	GB01023837S	5568
15528	GB01009324S	7588
11904	GB01009393S	13180
15128	GB01024403S	8397
3350	GB01001199S	50814
15606	GB01018304S	7410
9152	GB01015975S	20558
6438	GB01017684S	31381
14859	GB01009002S	8891
18241	GB01022980S	851
8396	GB01004163S	23118
18104	GB01021616S	1070
10085	GB01010080S	17917
5808	GB01010587S	34613
1767	GB01007990S	76944
4152	GB01022217S	44479
10480	GB01009850S	16799
10763	GB01011107S	15988
3732	GB01016694S	47553
3250	GB01017939S	51637
8471	GB01008440S	22816
3535	GB01017605S	49166
355	GB01000212S	184514
18707	GB01015273S	77
6189	GB01017723S	32567
16302	GB01001898S	5650
5467	GB01011850S	36603
12558	GB01019244S	12054
4159	GB01023487S	44407
17622	GB01021165S	1777
5771	GB01011472S	34787
9817	GB01012164S	18716
8735	GB01009536S	21940
16985	GB01002057S	3451
9425	GB01002906S	19769
10782	GB01008958S	15931
13496	GB01018974S	10844
10491	GB01011291S	16772
17708	GB01020921S	1624
718	GB01000975S	139980
11926	GB01019282S	13139
16319	GB01016979S	5607
13343	GB01019583S	11021
18565	GB01020986S	441
3142	GB01011523S	52667
9269	GB01015815S	20225
6409	GB01023282S	31496
16531	GB01022134S	4951
10144	GB01003225S	17718
15760	GB01002219S	7018
2233	GB01015386S	64620
13149	GB01019776S	11277
16365	GB01024216S	5475
2473	GB01018022S	60119
3114	GB01000110S	52927
2688	GB01017441S	57423
7069	GB01023765S	28269
18197	GB01021906S	928
5339	GB01010400S	37334
17558	GB01007452S	1925
11646	GB01011003S	13679
14676	GB01019556S	9181
861	GB01000547S	125132
16818	GB01007469S	3986
4037	GB01012861S	45311
9008	GB01015951S	21018
7957	GB01001725S	24772
17481	GB01011454S	2103
5582	GB01017844S	35889
6527	GB01016754S	30895
14781	GB01018829S	9024
15141	GB01013780S	8380
12814	GB01019634S	11716
11016	GB01019661S	15226
6994	GB01022808S	28596
5859	GB01023313S	34247
3203	GB01020504S	52094
9406	GB01015928S	19808
12885	GB01018330S	11624
12506	GB01019751S	12132
11478	GB01009518S	14039
14734	GB01000361S	9112
2195	GB01013029S	65744
17973	GB01020814S	1228
18625	GB01022812S	341
2818	GB01012691S	56051
11062	GB01012626S	15104
13119	GB01018459S	11315
12636	GB01018510S	11945
7384	GB01023246S	26966
5258	GB01018151S	37810
13490	GB01019959S	10850
18009	GB01023016S	1189
16218	GB01013255S	5901
17648	GB01000176S	1728
17390	GB01017228S	2303
10923	GB01015848S	15562
10686	GB01018796S	16287
11155	GB01010072S	14892
3018	GB01017457S	53970
10023	GB01009286S	18088
13429	GB01018886S	10924
722	GB01001563S	139469
5411	GB01012234S	36898
2483	GB01024112S	60041
3967	GB01017714S	45845
